POLICY_NO,POLICY_NAME,RECEIPT_DATE,PAYMENT_MODE,CHEQUE_NO,CHEQUE_DATE,CHEQUE_AMT,EXCESS_PREMIUM_PAID,PREMIUM_AMT,DEPOSIT_AMT,SERVICE_TAX,EDU_CESS,TOTAL_PREMIUM,TOTAL_FUND_VALUE,PAYABLE_BY,PREMIUM_PAY_FREQUENCY,PREMIUM_PAYMENT,ANNUAL_PREMIUM,POLICY_STATUS,REASON,REMERK,DUE_DATE,NEXT_PREMIUM_DUE_DATE,TOT_PREMIUM,LIFE_ASSURED_NAME,CUSTOMER_ID,RECEIPT_NO,BASE_PLAN_PRODUCT_NAME,BASE_PREMIUM_PAID,BASE_PREMIUM_PAID_TAX,BASE_PREMIUM_DUE,BASE_PREMIUM_TAX_SECTION,RIDER_NAME_1,RIDER_PREMIUM_PAID_1,RIDER_PREMIUM_PAID_1_TAX,RIDER_PREMIUM_DUE_1,RIDER_TAX_SECTION_1,PROCESSED_FLAG,PROCESSED_DATE,INSER_DT_TM
71,HeartBeat,03/07/2011,online,908528730,12/04/2019,5998,19100,18110,7679,1872,165,37210,297764,HeartBeat,yearly,287219,3446628,NON-PREMIUM,Health,Please-pay-your-installment,18067,20/11/2020,305329,Sourabh,7697,8209,Health-Insurance,27895,2765,12895,80BB,Term-rider,30613,-59387,25613,50BC,FALSE,02/07/2020,08/06/2020
72,LifePayMoneyBack,13/06/1990,email,719723412,14/06/2019,9376,17331,18407,18668,1805,105,35738,401739,HeartBeat,yearly,199582,2394984,NON-PREMIUM,educational ,Please-pay-your-installment,17989,06/08/2020,217989,Sona,9384,82,Life-Cover,34171,3587,19171,120CC,Accidental-death-benefit-rider,38953,-51047,33953,80CCC,TRUE,19/06/2020,18/11/2020
73,iHealthPlan,08/05/2009,online,220704330,02/12/2019,4372,17504,11700,3434,1949,184,29204,320423,LifePayMoneyBack,quarterly ,478215,5738580,PREMIUM,educational ,Its Good,18123,08/10/2020,489915,Raja,8922,4029,Life-Cover,37917,2466,22917,80CCC,Term-rider,19742,-70258,14742,150CB,TRUE,21/08/2020,25/01/2020
74,HeartBeat,25/09/1994,online,703598689,11/11/2019,1234,19055,17428,8861,433,110,36483,131727,LifePayMoneyBack,quarterly ,179540,2154480,NON-PREMIUM,Health,Please-pay-your-installment,18039,27/07/2020,196968,Raja,1535,6740,Property-Insurance,46748,1767,31748,80BB,Critical-illness-rider,38277,-51723,33277,150CB,TRUE,19/07/2020,12/08/2020
75,LifePayMoneyBack,09/08/1996,online,122013197,08/08/2019,6313,12385,12594,18165,416,178,24979,272620,HealthSuraksha,half-yearly,118443,1421316,NON-PREMIUM,Health,Please-pay-your-installment,18030,27/02/2020,131037,Raja,3486,5031,Health-Insurance,42709,1232,27709,120CC,Disability-rider,29073,-60927,24073,50BC,TRUE,25/06/2020,20/03/2020
76,iHealthPlan,11/11/2014,email,222202785,09/03/2019,6950,12181,14115,7073,1746,109,26296,189479,LifePayMoneyBack,half-yearly,67834,814008,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18201,29/03/2020,81949,Sourabh,4674,7172,Health-Insurance,35236,4225,20236,80BB,Term-rider,45602,-44398,40602,50BC,FALSE,21/05/2020,02/04/2020
77,HeartBeat,07/05/2001,email,610632605,13/04/2019,6121,13364,12196,13046,1699,127,25560,459675,HeartBeat,half-yearly,447610,5371320,PREMIUM,Health,Its Good,17927,25/02/2020,459806,Sona,531,865,Health-Insurance,34961,1124,19961,80BB,Disability-rider,20554,-69446,15554,50BC,TRUE,27/02/2020,23/11/2020
78,HealthSuraksha,15/02/2012,email,337597580,14/04/2019,7171,14006,10480,11356,691,175,24486,203673,LifePayMoneyBack,half-yearly,473382,5680584,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17959,02/08/2020,483862,Raja,2066,4220,Car-Insurance,37425,2250,22425,120CC,Disability-rider,35437,-54563,30437,150CB,TRUE,19/04/2020,13/04/2020
79,HeartBeat,18/09/2005,online,930200196,13/09/2019,6504,18762,19102,15252,1952,121,37864,22871,iHealthPlan,yearly,98179,1178148,PREMIUM,Health,Its Good,18081,08/05/2020,117281,Raja,291,3967,Health-Insurance,44966,2949,29966,80CCC,Disability-rider,38073,-51927,33073,50BC,TRUE,27/10/2020,26/04/2020
80,HeartBeat,30/11/2004,email,467917337,23/08/2019,7749,10517,13595,11893,704,181,24112,387330,iHealthPlan,half-yearly,125471,1505652,NON-PREMIUM,Personal-liberty,Its Good,18163,02/05/2020,139066,Sona,724,5014,Life-Cover,24579,1925,9579,120CC,Critical-illness-rider,20610,-69390,15610,50BC,FALSE,21/06/2020,11/07/2020
81,HealthSuraksha,09/03/1993,online,918616955,31/12/2019,6965,18990,18483,13613,217,114,37473,325819,iHealthPlan,half-yearly,71589,859068,PREMIUM,Health,Its Good,18232,16/10/2020,90072,Raja,1262,3432,Property-Insurance,25314,2720,10314,80BB,Accidental-death-benefit-rider,34191,-55809,29191,50BC,TRUE,26/05/2020,07/08/2020
82,LifePayMoneyBack,10/09/2018,email,711757579,07/07/2019,1886,10327,16322,19709,223,133,26649,58277,iHealthPlan,quarterly ,360400,4324800,PREMIUM,Personal-liberty,Please-pay-your-installment,17912,04/01/2020,376722,Surendra,4620,3234,Health-Insurance,24234,3706,9234,80CCC,Accidental-death-benefit-rider,47595,-42405,42595,150CB,TRUE,02/05/2020,10/05/2020
83,LifePayMoneyBack,03/02/2012,cash,434374410,19/06/2019,1413,16078,10927,6498,1773,171,27005,474137,LifePayMoneyBack,half-yearly,111063,1332756,PREMIUM,Health,Its Good,17945,08/08/2020,121990,Sona,840,7641,Health-Insurance,26872,4355,11872,80CCC,Critical-illness-rider,18024,-71976,13024,50BC,FALSE,12/01/2020,09/10/2020
84,iHealthPlan,14/09/2004,cash,404962803,23/03/2019,9707,17843,13930,3758,545,112,31773,162994,HealthSuraksha,yearly,153584,1843008,NON-PREMIUM,Health,Its Good,17911,08/02/2020,167514,Raja,8563,7859,Life-Cover,26399,2592,11399,120CC,Critical-illness-rider,15873,-74127,10873,80CCC,FALSE,03/11/2020,11/04/2020
85,iHealthPlan,29/06/2001,online,617997060,29/04/2019,6496,17211,16733,12214,1136,128,33944,298476,HeartBeat,yearly,276982,3323784,PREMIUM,Health,Its Good,18035,02/02/2020,293715,Shubham,7145,3622,Life-Cover,28492,1354,13492,120CC,Term-rider,20436,-69564,15436,50BC,TRUE,14/08/2020,08/02/2020
86,iHealthPlan,18/03/1995,online,745828570,15/09/2019,7561,12866,13629,2401,103,159,26495,70993,LifePayMoneyBack,half-yearly,393391,4720692,PREMIUM,Personal-liberty,Please-pay-your-installment,17947,17/12/2020,407020,Surendra,5553,7696,Life-Cover,30262,1852,15262,80BB,Accidental-death-benefit-rider,27861,-62139,22861,150CB,TRUE,11/10/2020,20/08/2020
87,iHealthPlan,13/01/2001,cash,116512520,13/05/2019,1941,16686,15357,4364,1477,145,32043,371466,LifePayMoneyBack,yearly,264903,3178836,NON-PREMIUM,educational ,Please-pay-your-installment,18174,16/02/2020,280260,Shubham,4254,9717,Car-Insurance,47321,3135,32321,120CC,Term-rider,42257,-47743,37257,80CCC,FALSE,17/07/2020,09/06/2020
88,HeartBeat,28/10/1999,online,188966013,11/05/2019,4827,10805,14158,16285,1275,181,24963,342659,LifePayMoneyBack,half-yearly,110689,1328268,PREMIUM,Health,Please-pay-your-installment,18007,07/03/2020,124847,Sourabh,4314,4875,Life-Cover,41231,4921,26231,120CC,Term-rider,35794,-54206,30794,150CB,TRUE,19/05/2020,24/05/2020
89,LifePayMoneyBack,16/06/2004,online,152455469,03/10/2019,1011,18490,13781,14207,210,173,32271,232242,LifePayMoneyBack,quarterly ,273459,3281508,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18128,06/08/2020,287240,Raja,7309,355,Car-Insurance,45542,3070,30542,80CCC,Critical-illness-rider,47851,-42149,42851,50BC,TRUE,07/01/2020,10/01/2020
90,iHealthPlan,24/08/2003,email,639636942,23/03/2019,7208,18667,16006,11405,160,172,34673,478728,LifePayMoneyBack,quarterly ,414310,4971720,PREMIUM,educational ,Its Good,18016,16/10/2020,430316,Shubham,7390,8094,Life-Cover,23635,3731,8635,80BB,Accidental-death-benefit-rider,29481,-60519,24481,150CB,TRUE,04/10/2020,14/01/2020
91,HealthSuraksha,05/11/2000,cash,996466199,13/06/2019,9013,13960,17288,12707,663,188,31248,140562,iHealthPlan,yearly,448422,5381064,NON-PREMIUM,Health,Please-pay-your-installment,18013,21/05/2020,465710,Sourabh,2483,1533,Car-Insurance,20016,2417,5016,80BB,Accidental-death-benefit-rider,16568,-73432,11568,150CB,FALSE,20/03/2020,15/06/2020
92,LifePayMoneyBack,14/07/2001,cash,213948449,22/05/2019,6500,10450,19555,19343,1275,113,30005,391230,iHealthPlan,quarterly ,261562,3138744,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18180,08/09/2020,281117,Sourabh,7206,4378,Life-Cover,40127,1262,25127,80CCC,Disability-rider,26285,-63715,21285,50BC,TRUE,28/09/2020,18/03/2020
93,LifePayMoneyBack,18/04/1997,cash,790631487,02/02/2019,2301,18342,17094,3311,926,199,35436,225822,HealthSuraksha,half-yearly,433452,5201424,PREMIUM,Health,Please-pay-your-installment,18177,07/05/2020,450546,Sona,2157,6208,Life-Cover,25428,3858,10428,120CC,Disability-rider,28420,-61580,23420,50BC,TRUE,10/12/2020,18/08/2020
94,LifePayMoneyBack,12/08/2008,email,862879741,16/12/2019,8146,11510,10039,1601,1319,151,21549,174189,iHealthPlan,half-yearly,477291,5727492,PREMIUM,Health,Please-pay-your-installment,17992,27/09/2020,487330,Raja,94,4096,Property-Insurance,27545,1355,12545,80BB,Critical-illness-rider,20444,-69556,15444,150CB,TRUE,10/02/2020,15/05/2020
95,LifePayMoneyBack,02/02/1993,online,467141929,26/09/2019,2597,12137,18716,14619,1411,177,30853,309708,LifePayMoneyBack,yearly,199615,2395380,NON-PREMIUM,Personal-liberty,Its Good,17986,01/11/2020,218331,Raja,6677,179,Life-Cover,30768,3603,15768,120CC,Critical-illness-rider,19690,-70310,14690,150CB,FALSE,06/03/2020,25/12/2020
96,HeartBeat,10/09/2008,cash,502667803,21/08/2019,3918,13277,12581,1314,193,197,25858,201298,iHealthPlan,yearly,411604,4939248,NON-PREMIUM,Health,Please-pay-your-installment,17969,06/03/2020,424185,Sona,9336,8299,Car-Insurance,42446,1740,27446,120CC,Term-rider,25102,-64898,20102,80CCC,FALSE,20/10/2020,29/02/2020
97,LifePayMoneyBack,18/06/2002,cash,996047225,25/07/2019,3393,11931,19425,4880,1651,197,31356,52229,HeartBeat,yearly,369465,4433580,NON-PREMIUM,educational ,Please-pay-your-installment,18162,23/02/2020,388890,Raja,4585,8708,Property-Insurance,41456,4756,26456,120CC,Accidental-death-benefit-rider,39733,-50267,34733,50BC,TRUE,17/11/2020,14/07/2020
98,HeartBeat,02/08/2000,cash,788595030,12/10/2019,3771,17812,14576,12979,399,181,32388,36740,iHealthPlan,quarterly ,349878,4198536,NON-PREMIUM,Health,Its Good,17922,16/12/2020,364454,Surendra,6768,7038,Life-Cover,23705,2866,8705,120CC,Critical-illness-rider,35195,-54805,30195,150CB,FALSE,11/11/2020,31/12/2020
99,HealthSuraksha,19/04/2008,online,755258586,20/09/2019,7221,19399,12064,4213,1129,133,31463,190675,HeartBeat,quarterly ,68706,824472,NON-PREMIUM,Health,Please-pay-your-installment,17907,07/01/2020,80770,Shubham,8297,3621,Property-Insurance,44577,2214,29577,120CC,Term-rider,39682,-50318,34682,80CCC,FALSE,31/10/2020,05/10/2020
100,LifePayMoneyBack,23/04/1999,cash,564350038,20/03/2019,7951,18068,11109,19154,1017,143,29177,46905,HeartBeat,half-yearly,269604,3235248,NON-PREMIUM,Health,Please-pay-your-installment,18071,05/11/2020,280713,Raja,7209,6216,Car-Insurance,33496,3912,18496,80CCC,Accidental-death-benefit-rider,46359,-43641,41359,80CCC,FALSE,22/02/2020,12/12/2020
101,LifePayMoneyBack,24/09/2012,email,317704427,17/10/2019,1519,19494,17078,15941,1246,118,36572,243068,LifePayMoneyBack,half-yearly,268799,3225588,PREMIUM,educational ,Please-pay-your-installment,17987,27/03/2020,285877,Raja,4250,6497,Life-Cover,44970,4854,29970,80BB,Accidental-death-benefit-rider,39223,-50777,34223,150CB,TRUE,03/04/2020,14/09/2020
102,iHealthPlan,25/03/2012,cash,985149929,14/10/2019,6185,13286,11371,9629,643,113,24657,164055,iHealthPlan,half-yearly,426776,5121312,NON-PREMIUM,Health,Please-pay-your-installment,17928,19/08/2020,438147,Sourabh,9026,6026,Property-Insurance,31439,4780,16439,80BB,Accidental-death-benefit-rider,31602,-58398,26602,50BC,TRUE,18/03/2020,25/10/2020
103,HeartBeat,01/05/2013,email,968150837,26/05/2019,7280,12162,12541,2078,1911,155,24703,328993,HealthSuraksha,quarterly ,49169,590028,NON-PREMIUM,Health,Its Good,18186,14/03/2020,61710,Sona,6861,1705,Car-Insurance,24634,1853,9634,80CCC,Term-rider,25055,-64945,20055,50BC,TRUE,13/01/2020,31/07/2020
104,iHealthPlan,18/11/1992,online,194067372,31/03/2019,1625,14934,18203,14071,1272,143,33137,371127,iHealthPlan,half-yearly,383444,4601328,NON-PREMIUM,educational ,Please-pay-your-installment,18153,08/01/2020,401647,Raja,3079,1714,Life-Cover,25369,3236,10369,120CC,Critical-illness-rider,11969,-78031,6969,150CB,FALSE,14/03/2020,07/08/2020
105,HeartBeat,22/08/2017,cash,251874724,05/05/2019,6980,14732,17491,12031,980,105,32223,302291,HealthSuraksha,quarterly ,300215,3602580,PREMIUM,Health,Please-pay-your-installment,18009,13/12/2020,317706,Sourabh,6521,1900,Health-Insurance,38175,4757,23175,120CC,Term-rider,48515,-41485,43515,80CCC,TRUE,13/05/2020,05/03/2020
106,LifePayMoneyBack,02/03/2004,email,244402749,19/08/2019,6942,19034,14274,3499,734,182,33308,150685,LifePayMoneyBack,quarterly ,197440,2369280,PREMIUM,educational ,Please-pay-your-installment,17956,08/07/2020,211714,Shubham,1312,6625,Life-Cover,45258,4130,30258,80BB,Disability-rider,24809,-65191,19809,50BC,FALSE,18/06/2020,16/03/2020
107,LifePayMoneyBack,25/03/2001,online,227596588,22/10/2019,3968,19543,16278,11621,1958,156,35821,325235,HealthSuraksha,quarterly ,293645,3523740,PREMIUM,educational ,Its Good,18213,22/06/2020,309923,Sourabh,5818,7509,Property-Insurance,49396,4220,34396,80CCC,Accidental-death-benefit-rider,19882,-70118,14882,50BC,FALSE,23/09/2020,26/02/2020
108,LifePayMoneyBack,18/02/2012,email,173304862,24/10/2019,8786,16536,13636,12826,1647,109,30172,322974,LifePayMoneyBack,half-yearly,228039,2736468,PREMIUM,Health,Please-pay-your-installment,18259,29/11/2020,241675,Raja,2401,6379,Property-Insurance,32115,2647,17115,120CC,Critical-illness-rider,28039,-61961,23039,80CCC,TRUE,03/06/2020,08/01/2020
109,HeartBeat,17/12/2017,online,417012842,04/09/2019,5839,17171,15150,4847,837,161,32321,208278,HealthSuraksha,half-yearly,483465,5801580,NON-PREMIUM,educational ,Please-pay-your-installment,18035,23/12/2020,498615,Sourabh,25,3191,Car-Insurance,21762,2576,6762,120CC,Accidental-death-benefit-rider,49196,-40804,44196,150CB,FALSE,02/02/2020,15/12/2020
110,LifePayMoneyBack,25/09/2011,online,960617273,19/06/2019,4905,12344,19197,12115,243,156,31541,341095,iHealthPlan,yearly,273030,3276360,NON-PREMIUM,Personal-liberty,Its Good,18242,03/12/2020,292227,Raja,3645,3121,Car-Insurance,42039,1595,27039,80CCC,Term-rider,48677,-41323,43677,150CB,TRUE,15/09/2020,17/01/2020
111,HealthSuraksha,30/12/1999,cash,548796708,01/01/2019,6665,14459,17293,6188,844,107,31752,224047,LifePayMoneyBack,half-yearly,77685,932220,PREMIUM,Personal-liberty,Please-pay-your-installment,17979,01/01/2020,94978,Shubham,9781,6711,Car-Insurance,26048,4888,11048,80BB,Critical-illness-rider,46643,-43357,41643,50BC,FALSE,19/12/2020,10/03/2020
112,iHealthPlan,05/07/2016,cash,185447528,15/09/2019,4825,12092,18837,15903,724,123,30929,342521,LifePayMoneyBack,yearly,28814,345768,PREMIUM,educational ,Its Good,17903,14/09/2020,47651,Shubham,6173,3471,Property-Insurance,37879,4763,22879,80CCC,Disability-rider,35568,-54432,30568,50BC,TRUE,19/11/2020,10/06/2020
113,HealthSuraksha,02/09/1992,email,132992255,12/04/2019,5005,14126,19667,14684,595,111,33793,415843,iHealthPlan,yearly,251029,3012348,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18250,30/01/2020,270696,Raja,636,9488,Health-Insurance,38399,2047,23399,120CC,Disability-rider,29856,-60144,24856,150CB,TRUE,11/05/2020,28/06/2020
114,LifePayMoneyBack,09/02/1997,online,702893550,28/10/2019,4938,16639,16536,6855,1214,161,33175,364335,iHealthPlan,yearly,205645,2467740,PREMIUM,educational ,Please-pay-your-installment,18174,30/08/2020,222181,Raja,2976,5306,Health-Insurance,25199,2074,10199,120CC,Term-rider,40395,-49605,35395,150CB,TRUE,20/01/2020,23/06/2020
115,HealthSuraksha,11/02/2011,online,268119160,24/11/2019,4338,16467,18362,10288,651,162,34829,478710,LifePayMoneyBack,yearly,149183,1790196,PREMIUM,Health,Its Good,17909,17/10/2020,167545,Raja,4628,2191,Life-Cover,37873,3987,22873,80CCC,Term-rider,39743,-50257,34743,150CB,FALSE,13/11/2020,18/04/2020
116,LifePayMoneyBack,28/06/2015,cash,136446068,31/07/2019,8847,10834,17296,12340,212,151,28130,493150,iHealthPlan,quarterly ,164111,1969332,NON-PREMIUM,educational ,Please-pay-your-installment,18258,25/12/2020,181407,Shubham,4200,9852,Car-Insurance,41835,3312,26835,80BB,Term-rider,24611,-65389,19611,80CCC,TRUE,10/04/2020,25/03/2020
117,LifePayMoneyBack,15/02/2013,online,839395286,29/11/2019,1053,12403,10385,8945,141,104,22788,330224,LifePayMoneyBack,yearly,301025,3612300,PREMIUM,Personal-liberty,Please-pay-your-installment,18093,01/04/2020,311410,Sourabh,655,8524,Health-Insurance,37507,4679,22507,80CCC,Term-rider,39053,-50947,34053,80CCC,TRUE,16/01/2020,08/06/2020
118,LifePayMoneyBack,07/06/2012,online,111903127,05/09/2019,9069,15326,11994,7414,1743,123,27320,469853,HeartBeat,half-yearly,75163,901956,PREMIUM,educational ,Please-pay-your-installment,18076,27/10/2020,87157,Raja,70,7218,Life-Cover,28478,1162,13478,80BB,Accidental-death-benefit-rider,31551,-58449,26551,50BC,FALSE,24/07/2020,02/08/2020
119,LifePayMoneyBack,25/11/1994,online,332193865,16/02/2019,9317,15447,10464,11894,1101,101,25911,204825,LifePayMoneyBack,yearly,340699,4088388,PREMIUM,Personal-liberty,Its Good,18164,28/05/2020,351163,Shubham,3864,8091,Life-Cover,44205,1851,29205,120CC,Disability-rider,15468,-74532,10468,80CCC,FALSE,28/02/2020,13/08/2020
120,iHealthPlan,24/03/1997,cash,499859397,31/08/2019,3966,12778,14896,13504,1653,164,27674,343486,iHealthPlan,quarterly ,306023,3672276,PREMIUM,educational ,Please-pay-your-installment,18101,06/12/2020,320919,Sona,238,5284,Health-Insurance,25170,2444,10170,80BB,Critical-illness-rider,14280,-75720,9280,150CB,TRUE,01/09/2020,13/08/2020
121,HeartBeat,30/11/2018,online,762431734,17/05/2019,2511,17240,15490,18235,1615,135,32730,348335,LifePayMoneyBack,quarterly ,21929,263148,PREMIUM,Personal-liberty,Please-pay-your-installment,17921,11/02/2020,37419,Surendra,616,3123,Health-Insurance,35563,3217,20563,120CC,Accidental-death-benefit-rider,37310,-52690,32310,150CB,TRUE,13/08/2020,29/02/2020
122,HeartBeat,11/06/1990,email,374291095,21/05/2019,2087,15015,10059,16810,1199,121,25074,155079,HeartBeat,quarterly ,47661,571932,PREMIUM,Health,Please-pay-your-installment,18036,11/11/2020,57720,Raja,5210,6924,Life-Cover,45316,2459,30316,80BB,Accidental-death-benefit-rider,25084,-64916,20084,80CCC,FALSE,11/05/2020,11/08/2020
123,HeartBeat,08/10/2005,email,758869524,28/10/2019,5815,16437,19499,4501,713,125,35936,46804,HeartBeat,quarterly ,412491,4949892,NON-PREMIUM,educational ,Please-pay-your-installment,18043,26/11/2020,431990,Shubham,7203,5176,Health-Insurance,34891,2322,19891,80BB,Term-rider,31191,-58809,26191,50BC,TRUE,31/08/2020,15/01/2020
124,iHealthPlan,15/04/1995,cash,717833022,11/05/2019,9812,18095,10808,9031,791,158,28903,341442,iHealthPlan,yearly,424406,5092872,PREMIUM,Personal-liberty,Its Good,18044,25/08/2020,435214,Raja,7158,5531,Car-Insurance,32037,3257,17037,80BB,Disability-rider,25210,-64790,20210,50BC,TRUE,22/04/2020,24/12/2020
125,iHealthPlan,05/02/2016,online,251940187,15/03/2019,7953,13076,12050,3185,761,149,25126,318611,iHealthPlan,quarterly ,150704,1808448,PREMIUM,educational ,Its Good,17918,15/12/2020,162754,Surendra,7231,2801,Health-Insurance,25655,1287,10655,120CC,Term-rider,11324,-78676,6324,80CCC,FALSE,31/08/2020,18/05/2020
126,HealthSuraksha,04/03/2002,online,586158568,15/04/2019,5057,16188,13627,15195,1114,115,29815,173951,iHealthPlan,yearly,364549,4374588,PREMIUM,Health,Please-pay-your-installment,17962,20/01/2020,378176,Sourabh,245,6313,Health-Insurance,23456,4147,8456,120CC,Accidental-death-benefit-rider,33076,-56924,28076,50BC,FALSE,12/07/2020,15/12/2020
127,HealthSuraksha,26/03/1991,email,289083248,31/01/2019,9989,10149,18517,1791,1544,138,28666,182940,LifePayMoneyBack,quarterly ,39590,475080,PREMIUM,educational ,Please-pay-your-installment,18127,23/07/2020,58107,Raja,9752,5300,Health-Insurance,48005,2003,33005,80BB,Critical-illness-rider,34254,-55746,29254,50BC,FALSE,24/06/2020,06/03/2020
128,iHealthPlan,06/07/2015,cash,438637308,27/05/2019,7604,10197,12004,12885,1731,194,22201,434361,HeartBeat,quarterly ,396385,4756620,NON-PREMIUM,Health,Please-pay-your-installment,18127,07/12/2020,408389,Sona,6749,8657,Life-Cover,20899,1351,5899,80BB,Critical-illness-rider,31479,-58521,26479,150CB,TRUE,16/10/2020,02/11/2020
129,LifePayMoneyBack,29/10/2009,email,614750868,29/06/2019,9765,18470,19042,8988,796,103,37512,102290,HeartBeat,yearly,77135,925620,NON-PREMIUM,Health,Please-pay-your-installment,18186,04/02/2020,96177,Sourabh,9349,8976,Health-Insurance,28767,3789,13767,80CCC,Accidental-death-benefit-rider,17434,-72566,12434,50BC,FALSE,10/11/2020,26/06/2020
130,LifePayMoneyBack,16/03/1998,email,296645328,31/10/2019,9811,12504,18325,12991,1585,152,30829,230560,LifePayMoneyBack,quarterly ,105478,1265736,NON-PREMIUM,educational ,Please-pay-your-installment,18192,21/08/2020,123803,Sourabh,12,7993,Car-Insurance,31792,3674,16792,120CC,Term-rider,49927,-40073,44927,50BC,FALSE,12/11/2020,25/08/2020
131,HeartBeat,10/06/1998,online,668966115,05/10/2019,8402,10390,10409,7294,680,187,20799,170026,HealthSuraksha,half-yearly,26705,320460,NON-PREMIUM,Health,Its Good,18009,07/02/2020,37114,Raja,5978,9471,Life-Cover,37541,1850,22541,80CCC,Critical-illness-rider,36385,-53615,31385,80CCC,FALSE,11/12/2020,29/02/2020
132,HealthSuraksha,08/10/2003,cash,647033740,16/03/2019,2847,19933,10241,11997,1312,160,30174,357646,HeartBeat,yearly,103438,1241256,PREMIUM,Personal-liberty,Its Good,17932,02/09/2020,113679,Surendra,2692,4793,Health-Insurance,22222,4694,7222,80CCC,Critical-illness-rider,48021,-41979,43021,50BC,FALSE,18/04/2020,05/05/2020
133,HeartBeat,09/11/1991,online,511278184,27/02/2019,1681,19467,17310,7178,1302,188,36777,109123,HeartBeat,half-yearly,487724,5852688,NON-PREMIUM,Health,Its Good,18190,22/06/2020,505034,Shubham,9836,6008,Car-Insurance,26922,3797,11922,120CC,Disability-rider,35964,-54036,30964,80CCC,TRUE,13/03/2020,15/10/2020
134,iHealthPlan,24/01/2010,email,498967263,29/09/2019,3295,18257,18299,6213,482,114,36556,167410,HeartBeat,half-yearly,262331,3147972,PREMIUM,Personal-liberty,Its Good,18259,19/08/2020,280630,Raja,9741,8767,Life-Cover,44051,1803,29051,80BB,Accidental-death-benefit-rider,27637,-62363,22637,150CB,TRUE,02/09/2020,05/04/2020
135,HeartBeat,09/07/2018,email,103649523,10/05/2019,2658,11597,16350,17523,1782,183,27947,64454,HealthSuraksha,yearly,263374,3160488,PREMIUM,Personal-liberty,Its Good,18215,30/11/2020,279724,Raja,9185,7241,Car-Insurance,44842,3970,29842,80CCC,Critical-illness-rider,46895,-43105,41895,50BC,FALSE,04/04/2020,20/04/2020
